STATE,COUNTY,LATITUDE,LONGITUDE,FIRE_SIZE,CAUSE_CODE,CAUSE_DESCR,DISCOVERY_DATE,DISCOVERY_TIME,CONT_DATE,CONT_TIME
GA,Evans               ,32.1665,-81.9331,5.66,5.0,Debris Burning,2448633.5,12,2448633.5,13
AL,Mobile,30.946292,-88.183075,5.5,5.0,Debris Burning,2454228.5,10,2454228.5,13
SC,Florence County,33.917595,-79.69054399999999,0.1,7.0,Arson,2456580.5,22,2456580.5,23
FL,Flagler,29.51,-81.3039,0.1,1.0,Lightning,2455408.5,16,2455408.5,16
ID,Adams,44.94388889,-116.56055556,34.0,1.0,Lightning,2456852.5,12,2456857.5,11
CO,Rio Blanco,40.0683,-108.3376,0.1,1.0,Lightning,2452453.5,13,2452453.5,19
OR,Wasco,45.36611111,-121.42222222,0.5,1.0,Lightning,2456851.5,10,2456853.5,14
MT,061,47.19611111,-114.91222222,0.1,9.0,Miscellaneous,2456436.5,17,2456436.5,18
UT,JUAB,39.81991252,-111.8469447,1.0,5.0,Debris Burning,2456449.5,18,2456455.5,10
AZ,Mohave,35.21955103,-114.34850307,2.0,9.0,Miscellaneous,2449493.5,16,2449493.5,18
NC,Columbus,34.08631666,-78.77011666,0.1,5.0,Debris Burning,2456676.5,12,2456676.5,12
NY,ONTARIO,42.96915637,-77.36520608,1.4,7.0,Arson,2453470.5,17,2453470.5,17
NY,WESTCHESTER,41.17276679,-73.77142498,0.1,1.0,Lightning,2453578.5,18,2453578.5,18
WV,Nicholas,38.3538979,-80.66820733,1.0,2.0,Equipment Use,2449401.5,14,2449401.5,14
KS,Mcpherson,38.32,-97.66,2.0,5.0,Debris Burning,2457111.5,10,2457111.5,11
WV,Wirt,39.0372321,-81.56286411,2.0,5.0,Debris Burning,2450818.5,13,2450818.5,13
GA,Telfair             ,31.824,-83.0213,2.69,7.0,Arson,2449019.5,15,2449019.5,16
AL,Coosa,33.052690000000005,-86.312161,15.0,7.0,Arson,2454494.5,13,2454494.5,16
CA,MERCED,37.524933000000004,-120.32965,0.1,9.0,Miscellaneous,2456464.5,6,2456464.5,6
AZ,Pinal,31.8315,-110.5887,0.1,4.0,Campfire,2453938.5,12,2453938.5,14
GA,Ben Hill,31.78305556,-83.41638889,1.0,5.0,Debris Burning,2456318.5,15,2456318.5,15
MS,Amite,31.10671819,-90.72834266,6.0,5.0,Debris Burning,2449253.5,15,2449253.5,16
CO,Adams,39.9658,-104.8313,5.0,10.0,Fireworks,2456452.5,13,2456452.5,13
NY,COLUMBIA,42.27560214,-73.7348777,0.1,9.0,Miscellaneous,2452471.5,15,2452471.5,15
GA,Laurens,32.26026667,-82.90595,0.36,5.0,Debris Burning,2456255.5,16,2456255.5,17
MT,Granite,46.722317,-113.21305,0.1,1.0,Lightning,2455763.5,19,2455764.5,13
ID,49,46.1025,-114.7025,0.1,1.0,Lightning,2451397.5,15,2451397.5,15
GA,Coffee              ,31.5154,-82.6382,1.01,7.0,Arson,2450727.5,15,2450727.5,16
FL,Orange,28.5106,-81.1458,1.0,7.0,Arson,2457205.5,15,2457205.5,16
GA,Bulloch,32.3379,-81.811,33.0,3.0,Smoking,2452283.5,15,2452283.5,15
UT,Juab,39.89907,-112.46141000000001,10.0,1.0,Lightning,2451410.5,11,2451411.5,12
OK,Pushmataha,34.18000012,-95.54429627,240.0,13.0,Missing/Undefined,2450095.5,15,2450095.5,17
MS,CLAIBORNE,31.87975311,-91.01462362,3.0,7.0,Arson,2456615.5,14,2456615.5,16
OR,Clatsop,45.86306,-123.39416999999999,0.35,4.0,Campfire,2456177.5,5,2456177.5,15
CO,Otero,38.0005,-103.5291,0.1,3.0,Smoking,2456463.5,20,2456463.5,20
TX,Jasper,30.75638333,-93.91493333,8.4,9.0,Miscellaneous,2457250.5,17,2457250.5,19
CA,Tuolumne,37.968761,-120.478931,0.1,9.0,Miscellaneous,2450986.5,11,2450986.5,11
NY,ALBANY,42.71219487,-73.80737407,0.1,9.0,Miscellaneous,2453799.5,18,2453799.5,18
SC,Lexington County,34.052589000000005,-81.158226,3.0,7.0,Arson,2456865.5,19,2456865.5,21
FL,Miami-Dade,25.5998,-80.4089,0.2,7.0,Arson,2455521.5,16,2455521.5,16
WV,Monroe,37.44954333,-80.65326039,0.2,5.0,Debris Burning,2450031.5,14,2450031.5,14
AZ,5,34.45,-111.71472222,0.25,1.0,Lightning,2454297.5,19,2454299.5,7
MS,Lincoln,31.6136422,-90.40825781,2.0,5.0,Debris Burning,2449143.5,19,2449143.5,21
CO,067,37.6825,-107.6625,2.0,6.0,Railroad,2456078.5,7,2456078.5,8
GA,Hall                ,34.2069,-83.8889,1.21,5.0,Debris Burning,2448720.5,14,2448720.5,15
ID,Oneida,42.2677,-112.5903,11.0,1.0,Lightning,2451738.5,18,2451740.5,16
OR,37,42.12833333,-120.20944444,0.1,1.0,Lightning,2454975.5,17,2454975.5,20
MS,Carroll,33.29958259,-90.04970601,8.0,5.0,Debris Burning,2451280.5,17,2451280.5,18
OR,5,45.10666667,-121.78111111,0.1,4.0,Campfire,2453595.5,16,2453595.5,16
FL,Columbia,30.4875,-82.6528,1.5,1.0,Lightning,2455718.5,16,2455718.5,18
WV,Preston,39.4792779,-79.69324205,0.1,8.0,Children,2452321.5,13,2452321.5,13
GA,Fannin              ,34.86664857,-84.38279661,1.81,5.0,Debris Burning,2455611.5,13,2455611.5,14
CA,San Diego,32.5844,-116.5314,6.0,9.0,Miscellaneous,2455465.5,15,2455465.5,19
AZ,Gila,34.17583333,-111.01777778,0.1,1.0,Lightning,2456854.5,12,2456856.5,10
CO,Mesa,39.0361,-108.8728,0.1,1.0,Lightning,2455404.5,14,2455404.5,17
NY,ONTARIO,42.74562483,-77.48344119,0.1,9.0,Miscellaneous,2455137.5,14,2455137.5,14
FL,Clay,30.1261,-81.8564,19.0,7.0,Arson,2456367.5,15,2456367.5,17
WV,Gilmer,38.93053686,-80.95975835,4.0,2.0,Equipment Use,2449823.5,14,2449823.5,14
AZ,5,35.79555556,-111.9,0.1,1.0,Lightning,2453985.5,14,2453985.5,19
PA,CLEARFIELD,40.88741667,-78.64333333,21.3,5.0,Debris Burning,2452319.5,14,2452319.5,14
CA,Humboldt,40.1381,-124.1928,0.1,4.0,Campfire,2455371.5,13,2455371.5,15
ME,SAGADAHOC,43.916639,-69.728083,0.25,4.0,Campfire,2455762.5,13,2455762.5,14
NC,Rutherford,35.21005,-81.91236667,1.1,5.0,Debris Burning,2455985.5,11,2455985.5,11
NV,Lincoln,37.4705,-115.0833,500.0,1.0,Lightning,2451438.5,15,2451440.5,12
NY,COLUMBIA,42.22675419,-73.74736234,0.1,4.0,Campfire,2453508.5,12,2453508.5,12
AL,Cherokee,34.282161,-85.695541,127.0,7.0,Arson,2454087.5,6,2454088.5,17
CA,SHASTA,40.743383,-121.92575,0.25,5.0,Debris Burning,2457169.5,20,2457169.5,20
CA,71,34.28388889,-116.93888889,0.25,1.0,Lightning,2452796.5,11,2452796.5,14
CA,Imperial,32.981295,-115.0703,0.1,13.0,Missing/Undefined,2454485.5,13,2454485.5,14
MN,Mille Lacs,45.92558272,-93.60935158,1.0,5.0,Debris Burning,2457138.5,17,2457139.5,20
AZ,Yuma,32.705,-114.4164,0.1,7.0,Arson,2454977.5,18,2454977.5,18
CO,Montrose,38.3433,-107.7159,0.1,1.0,Lightning,2451689.5,20,2451690.5,18
AZ,1,33.88833333,-109.25166667,0.2,1.0,Lightning,2451761.5,10,2451761.5,15
WY,Campbell,44.829840000000004,-105.80813,2.0,5.0,Debris Burning,2456207.5,13,2456207.5,14
NM,Chaves,33.1375,-104.5456,0.1,13.0,Missing/Undefined,2456105.5,13,2456105.5,15
NV,Washoe,41.1483,-119.9344,0.1,1.0,Lightning,2455013.5,20,2455013.5,23
GA,Seminole            ,31.0361,-84.8736,0.27,6.0,Railroad,2450967.5,12,2450967.5,12
GA,Liberty             ,31.7207,-81.493,0.1,5.0,Debris Burning,2449376.5,14,2449376.5,15
CA,Riverside,33.459866999999996,-117.11148600000001,0.1,3.0,Smoking,2454152.5,10,2454152.5,10
CO,123,40.6825,-104.4525,109.2,9.0,Miscellaneous,2455989.5,15,2455989.5,17
MS,Simpson,32.02525191,-90.07270696,10.0,7.0,Arson,2450128.5,16,2450128.5,18
NY,GENESEE,42.9546,-78.0821,0.1,7.0,Arson,2456760.5,21,2456860.5,21
GA,Thomas,30.9159,-83.9557,30.0,1.0,Lightning,2451722.5,14,2451722.5,14
GA,Camden,30.898000000000003,-81.72,12.41,1.0,Lightning,2451602.5,15,2451602.5,15
WI,Adams,43.97994947,-89.76024581,0.05,9.0,Miscellaneous,2449444.5,23,2449445.5,0
CA,109,37.92861111,-119.99166667,0.5,8.0,Children,2454715.5,16,2454715.5,22
AL,Shelby,33.189601,-86.509948,1.0,7.0,Arson,2454386.5,15,2454386.5,17
ID,Ada,43.268570000000004,-116.14055,0.4,2.0,Equipment Use,2456872.5,16,2456872.5,17
GA,Harris,32.6989,-85.031,0.43,8.0,Children,2452099.5,14,2452099.5,14
OR,Josephine,42.4564,-123.4975,0.1,12.0,Structure,2456147.5,3,2456151.5,13
WV,Mercer,37.43876505,-80.66652475,0.1,7.0,Arson,2450902.5,11,2450902.5,11
CO,Mesa,38.7986,-108.59200000000001,0.1,1.0,Lightning,2452854.5,14,2452854.5,15
NY,CAYUGA,43.28057755,-76.6097682,0.75,12.0,Structure,2453846.5,20,2453846.5,20
OK,Pushmataha,34.42670007,-95.57929990000001,20.0,13.0,Missing/Undefined,2449959.5,15,2449959.5,17
LA,Orleans,30.07861111,-89.92638889,0.1,13.0,Missing/Undefined,2456444.5,7,2456444.5,10
MS,Itawamba,34.25931563,-88.37033777,2.0,5.0,Debris Burning,2449387.5,16,2449387.5,17
MS,WILKINSON,31.165999699999997,-91.36462166,25.0,5.0,Debris Burning,2456675.5,15,2456675.5,17
NY,BROOME,42.1152005,-75.89693696,1.0,9.0,Miscellaneous,2453587.5,21,2453587.5,21
ID,015,43.9491667,-115.613611,0.1,1.0,Lightning,2455418.5,21,2455420.5,15
WV,Berkeley,39.45730012,-78.17013320000001,15.0,7.0,Arson,2449688.5,15,2449688.5,15
FL,St. Johns,30.1336,-81.3923,0.3,1.0,Lightning,2455767.5,13,2455767.5,14
KY,Boyd,38.40452,-82.61024,3.0,5.0,Debris Burning,2454180.5,15,2454180.5,15
NC,Macon,35.21666667,-83.34776667,1.0,9.0,Miscellaneous,2456255.5,22,2456255.5,23
PA,LUZERNE,41.28778,-75.7525,2.0,7.0,Arson,2456027.5,1,2456027.5,1
KS,Leavenworth,39.13,-95.06,10.0,3.0,Smoking,2457103.5,12,2457103.5,12
NC,113,34.99611111,-83.35027778,1.5,7.0,Arson,2453105.5,22,2453106.5,1
GA,Lanier              ,31.087,-83.0173,14.5,5.0,Debris Burning,2450354.5,13,2450354.5,16
CA,037,34.6772222,-118.4525,0.1,9.0,Miscellaneous,2455553.5,15,2455553.5,15
NY,SUFFOLK,40.74739503,-73.17447001,0.1,9.0,Miscellaneous,2454760.5,22,2454760.5,22
FL,23,30.19083333,-82.49166667,0.5,1.0,Lightning,2454276.5,15,2454276.5,16
NM,035,32.965,-105.60583333,0.01,4.0,Campfire,2457173.5,10,2457173.5,16
NY,LIVINGSTON,42.79572005,-77.81952806,0.1,9.0,Miscellaneous,2453658.5,0,2453658.5,0
GA,Dougherty,31.4473,-84.1358,0.35,6.0,Railroad,2452351.5,13,2452351.5,13
ID,049,45.87138889,-114.74083333,34.0,1.0,Lightning,2456149.5,16,2456218.5,16
AL,Blount,33.859962,-86.455138,78.0,7.0,Arson,2452974.5,13,2452974.5,17
GA,Lamar               ,33.1614,-84.1986,0.01,5.0,Debris Burning,2450209.5,12,2450209.5,12
AZ,COCONINO,35.0276,-111.1768,0.1,9.0,Miscellaneous,2456449.5,15,2456449.5,19
TN,Coffee,35.4283333,-86.0066667,1.0,5.0,Debris Burning,2453389.5,14,2453389.5,15
ID,49,45.22666667,-115.7975,0.75,1.0,Lightning,2454293.5,20,2454295.5,12
FL,Indian River,27.8109,-80.8253,20.0,1.0,Lightning,2455726.5,17,2455727.5,17
SC,Aiken County,33.672816999999995,-81.686325,2.0,8.0,Children,2456513.5,16,2456513.5,18
AR,CLEBURNE,35.48725,-91.85904000000001,8.0,5.0,Debris Burning,2455656.5,14,2455656.5,16
SC,037,33.82388889,-82.11083333,41.0,9.0,Miscellaneous,2457116.5,20,2457117.5,8
GA,Twiggs              ,32.6127,-83.5281,6.2,5.0,Debris Burning,2449849.5,13,2449849.5,16
NY,SARATOGA,43.10503925,-74.00035965,0.97,9.0,Miscellaneous,2454233.5,16,2454233.5,16
OK,Adair,36.07016667,-94.77351665,3.0,5.0,Debris Burning,2452879.5,13,2452879.5,13
NC,Montgomery,35.14681666,-79.90128333,0.2,5.0,Debris Burning,2456800.5,15,2456800.5,16
MS,Prentiss,34.561038200000006,-88.72065151,4.0,5.0,Debris Burning,2450166.5,12,2450166.5,13
UT,Box Elder,41.4911,-111.9364,0.1,9.0,Miscellaneous,2456103.5,16,2456103.5,17
CO,Mesa,39.2028,-108.1867,0.1,1.0,Lightning,2451774.5,22,2451775.5,20
GA,Talbot              ,32.64644497,-84.51443036,0.72,5.0,Debris Burning,2455879.5,10,2455879.5,10
NM,043,36.02305556,-106.63027778,0.75,1.0,Lightning,2456136.5,15,2456140.5,11
AZ,5,35.41,-111.80333333,1.5,1.0,Lightning,2451749.5,12,2451751.5,13
GA,Crawford            ,32.6985,-83.8324,0.48,5.0,Debris Burning,2450178.5,12,2450178.5,13
WY,023,42.51611111,-110.885,0.1,9.0,Miscellaneous,2456500.5,15,2456500.5,17
NC,39,35.26388889,-83.835,0.5,5.0,Debris Burning,2453794.5,14,2453794.5,18
MT,063,46.72555560000001,-114.167778,0.1,4.0,Campfire,2455408.5,12,2455408.5,13
MS,Lawrence,31.62261422,-89.98819938,2.0,7.0,Arson,2449140.5,14,2449140.5,15
CO,13,39.9475,-105.52055556,0.1,4.0,Campfire,2452088.5,17,2452088.5,22
MS,Hancock,30.45706605,-89.43662955,1.0,7.0,Arson,2448750.5,14,2448750.5,15
MT,67,45.16388889,-111.05,0.1,4.0,Campfire,2452902.5,17,2452904.5,12
NV,White Pine,39.7755,-114.9092,74.0,1.0,Lightning,2453214.5,19,2453216.5,9
ID,31,42.21166667,-114.27333333,0.1,4.0,Campfire,2452475.5,10,2452475.5,11
GA,Paulding,33.933,-84.8171,1.23,3.0,Smoking,2452045.5,18,2452045.5,18
WA,47,48.30138889,-119.88666667,0.1,1.0,Lightning,2455040.5,21,2455041.5,15
NM,Valencia,34.6506,-106.7542,0.3,9.0,Miscellaneous,2456686.5,12,2456686.5,14
AZ,5,34.3125,-110.93055556,0.1,1.0,Lightning,2452825.5,16,2452835.5,17
CA,Shasta,40.9132,-121.4378,85.0,1.0,Lightning,2451413.5,12,2451414.5,18
NC,Robeson,34.54738333,-79.154,75.0,7.0,Arson,2456618.5,13,2456618.5,17
AL,Autauga,32.699915000000004,-86.497501,0.1,5.0,Debris Burning,2454329.5,7,2454329.5,8
NY,SUFFOLK,41.02579002,-71.96692797,0.1,5.0,Debris Burning,2455164.5,9,2455164.5,9
NM,Chaves,34.0861,-105.1525,2.5,9.0,Miscellaneous,2454990.5,2,2454990.5,11
WI,Portage,44.33922867,-89.65489938,0.05,5.0,Debris Burning,2448812.5,15,2448812.5,15
CA,Shasta,40.361346999999995,-122.887722,2.0,7.0,Arson,2454308.5,6,2454308.5,11
TN,Giles,35.165,-87.035,2.0,5.0,Debris Burning,2453697.5,13,2453697.5,14
KS,Lyon,38.43,-96.21,0.01,11.0,Powerline,2457308.5,16,2457308.5,16
ID,Shoshone,47.5266483,-115.8929304,0.1,4.0,Campfire,2456873.5,21,2456873.5,21
MS,Webster,33.60442392,-89.06435299,1.0,5.0,Debris Burning,2449873.5,15,2449873.5,16
NY,OTSEGO,42.32758889,-75.40023993,0.5,9.0,Miscellaneous,2453484.5,23,2453485.5,23
SC,Abbeville County,34.116665000000005,-82.333336,6.4,9.0,Miscellaneous,2456826.5,19,2456826.5,21
GA,Early,31.32057437,-84.9191821,24.99,5.0,Debris Burning,2452633.5,15,2452633.5,15
CA,Riverside,33.917559999999995,-116.67313999999999,2.0,13.0,Missing/Undefined,2455687.5,15,2455687.5,17
MS,Attala,33.08868523,-89.77923047,6.0,7.0,Arson,2449054.5,15,2449054.5,16
NY,ULSTER,41.934288099999996,-74.05477524,0.33,9.0,Miscellaneous,2454549.5,21,2454549.5,21
AL,Escambia,31.224845000000002,-87.099243,0.1,7.0,Arson,2453711.5,20,2453711.5,21
WV,Kanawha,38.39510926,-81.47614405,0.1,7.0,Arson,2455611.5,22,2455611.5,22
ME,KENNEBEC,44.165861,-69.83080600000001,0.02,4.0,Campfire,2456171.5,17,2456171.5,17
CA,HUMBOLDT,40.10955,-123.98985,3.4,13.0,Missing/Undefined,2456434.5,14,2456434.5,16
GA,Cherokee            ,34.0871,-84.4674,0.01,5.0,Debris Burning,2450534.5,11,2450534.5,11
GA,Coffee,31.57711111,-82.88625,0.1,7.0,Arson,2456138.5,14,2456138.5,14
AZ,005,34.9291667,-111.420833,0.1,1.0,Lightning,2455405.5,7,2455416.5,12
GA,Camden              ,31.1037,-81.6786,1.09,8.0,Children,2448680.5,15,2448680.5,16
KY,109,37.52027778,-83.92638889,855.0,7.0,Arson,2454180.5,23,2454187.5,18
WY,Sweetwater,41.3667,-109.345,0.1,1.0,Lightning,2455398.5,16,2455398.5,17
NY,OSWEGO,43.60324153,-75.8687963,1.05,5.0,Debris Burning,2453855.5,17,2453855.5,17
NY,SCHOHARIE,42.386,-74.4771,0.1,9.0,Miscellaneous,2456119.5,16,2456119.5,17
CO,Moffat,40.4994,-107.9531,0.1,1.0,Lightning,2452130.5,20,2452132.5,15
GA,Burke,33.195,-82.031,2.44,5.0,Debris Burning,2452208.5,16,2452208.5,16
AL,Mobile,30.785805,-88.234073,4.0,7.0,Arson,2453827.5,23,2453828.5,4
WI,Portage,44.32741,-89.68784000000001,0.01,11.0,Powerline,2455712.5,15,2455712.5,15
NM,Valencia,34.80693,-106.6721,0.1,5.0,Debris Burning,2454928.5,15,2454928.5,15
GA,Bryan North,32.115,-81.4892,0.03,6.0,Railroad,2451742.5,13,2451742.5,13
TX,405,31.63027778,-94.025,90.0,9.0,Miscellaneous,2454929.5,17,2454929.5,21
ID,49,46.3125,-114.94444444,0.1,1.0,Lightning,2453608.5,14,2453643.5,15
WV,Raleigh,37.59209499,-81.31392755,2.0,7.0,Arson,2455984.5,16,2455984.5,17
WI,Florence,45.904309999999995,-88.15494,0.2,5.0,Debris Burning,2457147.5,18,2457147.5,18
GA,Dodge               ,32.2012,-83.1453,0.04,5.0,Debris Burning,2450146.5,14,2450146.5,15
WV,Grant,38.98485912,-79.22844356,0.2,5.0,Debris Burning,2451256.5,15,2451256.5,15
KY,Allen,36.67582,-86.33200000000001,2.0,4.0,Campfire,2452329.5,12,2452329.5,12
KY,Ohio,37.330220000000004,-86.8546,3.0,5.0,Debris Burning,2455512.5,15,2455512.5,15
MS,Lafayette,34.45792255,-89.57120666,3.0,7.0,Arson,2448662.5,15,2448662.5,16
MS,Amite,31.1089097,-90.83854894,5.0,9.0,Miscellaneous,2451264.5,17,2451264.5,18
GA,Camden              ,30.778000000000002,-81.6015,0.02,2.0,Equipment Use,2448732.5,15,2448732.5,15
MT,061,47.415555600000005,-115.366111,0.1,2.0,Equipment Use,2455426.5,17,2455426.5,20
GA,Laurens             ,32.57220985,-83.02072444,47.9,5.0,Debris Burning,2455705.5,14,2455705.5,16
UT,Wasatch,40.403,-111.5502,640.0,13.0,Missing/Undefined,2457272.5,14,2457281.5,16
MS,CALHOUN,34.11020452,-89.30653217,2.0,7.0,Arson,2456107.5,13,2456107.5,15
MN,Koochiching,48.51084981,-93.69829256,0.01,5.0,Debris Burning,2455700.5,17,2455700.5,17
NY,RICHMOND,40.58966912,-74.18660772,0.1,3.0,Smoking,2453660.5,3,2453660.5,3
OK,Cherokee,35.83470153,-95.06520081,15.0,13.0,Missing/Undefined,2449814.5,17,2449814.5,19
AZ,5,35.34555556,-112.51055556,0.1,1.0,Lightning,2453185.5,14,2453185.5,15
AL,Henry,31.685071999999998,-85.3391,0.5,5.0,Debris Burning,2453073.5,18,2453073.5,19
AZ,5,35.23833333,-111.56166667,0.2,3.0,Smoking,2451296.5,8,2451296.5,11
MN,Ottertail,46.66042374,-95.91323197,13.0,2.0,Equipment Use,2456010.5,16,2456010.5,17
ID,81,43.76,-111.35333333,0.1,1.0,Lightning,2450707.5,14,2450707.5,18
WA,065,48.97083333,-117.47694444,1.5,1.0,Lightning,2457256.5,19,2457265.5,18
PA,CLARION,41.03583,-79.48306,0.1,2.0,Equipment Use,2456013.5,19,2456013.5,19
CA,EL DORADO,38.682933,-120.84545200000001,0.1,5.0,Debris Burning,2456967.5,11,2456967.5,12
GA,Coffee              ,31.56579027,-83.03251975,0.6,5.0,Debris Burning,2455639.5,18,2455639.5,19
CA,Riverside,33.925489,-116.65855,0.1,9.0,Miscellaneous,2453251.5,18,2453251.5,18
CA,SANTA CRUZ,37.02385,-122.09811699999999,0.5,13.0,Missing/Undefined,2456423.5,5,2456423.5,7
NY,WESTCHESTER,41.32582147,-73.84319661,0.55,7.0,Arson,2452746.5,0,2452746.5,0
ID,49,45.5075,-116.14472222,0.25,1.0,Lightning,2453584.5,8,2453584.5,19
NY,OSWEGO,43.30412846,-76.39236016,0.1,9.0,Miscellaneous,2454046.5,1,2454046.5,1
NY,ALBANY,42.7068941,-73.8205082,0.1,9.0,Miscellaneous,2455775.5,15,2455775.5,16
NY,ORANGE,41.45412952,-74.43609452,0.1,9.0,Miscellaneous,2454615.5,17,2454615.5,17
AZ,5,35.39027778,-111.43305556,0.1,1.0,Lightning,2454653.5,11,2454653.5,12
NY,KINGS,40.68948853,-73.96967071,0.1,9.0,Miscellaneous,2452722.5,11,2452722.5,11
OR,1,44.72666667,-117.98333333,0.25,9.0,Miscellaneous,2454725.5,11,2454726.5,15
CA,NAPA,38.496883000000004,-122.19486699999999,0.1,9.0,Miscellaneous,2456514.5,19,2456514.5,20
MT,63,46.73361111,-113.65916667,0.1,5.0,Debris Burning,2452858.5,11,2452858.5,11
WI,Monroe,43.93169,-90.6431,23.0,3.0,Smoking,2456087.5,13,2456087.5,19
WI,Jackson,44.30053184,-90.79393037,0.01,7.0,Arson,2449839.5,19,2449839.5,19
WI,Columbia,43.60481291,-89.3032325,0.1,2.0,Equipment Use,2450006.5,13,2450006.5,13
AL,Lauderdale,34.953225,-87.734532,3.0,7.0,Arson,2453636.5,14,2453636.5,15
GA,Early,31.30668056,-84.76257778,0.5,5.0,Debris Burning,2456229.5,11,2456229.5,12
ME,Somerset,44.637111,-69.928972,1.5,9.0,Miscellaneous,2453856.5,10,2453856.5,17
TN,HOUSTON,36.266217,-87.768333,1.0,12.0,Structure,2455800.5,0,2455800.5,17
WV,Wayne,38.00462431,-82.33639345,53.0,7.0,Arson,2456390.5,21,2456391.5,20
OK,Atoka,34.36183332,-95.86683331,0.1,7.0,Arson,2452847.5,23,2452847.5,23
MO,223,37.08222222,-90.50638889,1.0,7.0,Arson,2456116.5,18,2456116.5,20
FL,Okeechobee,27.485,-80.9827,5.0,5.0,Debris Burning,2457113.5,14,2457113.5,15
GA,Pickens,34.4985,-84.4893,23.7,7.0,Arson,2451641.5,5,2451641.5,5
CA,Nevada,39.26185,-121.1408,0.1,7.0,Arson,2452776.5,10,2452776.5,10
MT,81,46.13333333,-114.26666667,0.1,1.0,Lightning,2453201.5,19,2453202.5,11
ID,Boise,43.764942,-116.105878,0.1,4.0,Campfire,2454982.5,18,2454982.5,21
FL,Hamilton,30.4741,-83.1049,3.0,1.0,Lightning,2456376.5,14,2456376.5,14
OK,Pushmataha,34.51489966,-95.2785033,5.0,13.0,Missing/Undefined,2450198.5,15,2450198.5,17
AZ,5,35.37722222,-111.64527778,0.1,1.0,Lightning,2451760.5,15,2451761.5,11
GA,Brooks              ,30.83,-83.4778,0.21,5.0,Debris Burning,2451149.5,12,2451149.5,13
WV,Kanawha,38.46103027,-81.59860029,0.3,5.0,Debris Burning,2457103.5,15,2457103.5,16
AR,PULASKI,34.8315,-92.6175,5.0,9.0,Miscellaneous,2456766.5,18,2456766.5,23
OR,Wheeler,44.6897,-120.3614,7.0,1.0,Lightning,2453955.5,16,2453955.5,18
NC,Martin,35.79021667,-76.94101667,0.5,5.0,Debris Burning,2456223.5,16,2456223.5,17
WY,Carbon,41.7364,-106.6336,2.0,2.0,Equipment Use,2453170.5,12,2453170.5,15
NY,ULSTER,41.60740153,-74.33286649,0.5,5.0,Debris Burning,2452109.5,11,2452109.5,11
MS,Walthall,31.24638499,-90.16885925,70.0,7.0,Arson,2449754.5,13,2449754.5,15
WV,083,38.792777799999996,-79.8491667,1.0,5.0,Debris Burning,2455275.5,17,2455277.5,9
CA,71,34.26027778,-117.16472222,0.25,9.0,Miscellaneous,2453917.5,13,2453917.5,13
MO,Crawford,38.11,-91.12,10.0,5.0,Debris Burning,2456715.5,14,2456715.5,15
MT,63,47.19333333,-113.51694444,0.1,1.0,Lightning,2454648.5,17,2454648.5,18
NY,Queens,40.7724,-73.7948,0.1,1.0,Lightning,2457172.5,17,2457172.5,17
GA,Twiggs              ,32.6812,-83.3449,0.11,5.0,Debris Burning,2450155.5,11,2450155.5,11
MS,Itawamba,34.16660367,-88.36124147,5.0,7.0,Arson,2451124.5,12,2451124.5,14
NY,WARREN,43.3912,-73.7044,2.35,7.0,Arson,2456780.5,18,2456784.5,19
GA,Lanier              ,31.0356,-83.0378,1.06,5.0,Debris Burning,2450387.5,11,2450387.5,14
ID,Twin Falls,42.6094,-114.8919,2.0,1.0,Lightning,2456165.5,18,2456166.5,11
AL,Chambers,32.839135,-85.344161,3.0,2.0,Equipment Use,2454516.5,13,2454882.5,13
NY,CLINTON,44.82979479,-73.45095535,0.75,9.0,Miscellaneous,2453470.5,15,2453470.5,15
KS,Greenwood,37.83,-96.29,100.0,9.0,Miscellaneous,2457088.5,17,2457088.5,18
KS,Mcpherson,38.58,-97.67,0.01,9.0,Miscellaneous,2457109.5,14,2457109.5,15
GA,Montgomery          ,32.20885416,-82.48129597,0.03,5.0,Debris Burning,2455873.5,15,2455873.5,16
MS,59,30.66777778,-88.81,52.0,9.0,Miscellaneous,2454140.5,4,2454142.5,7
MS,Greene,31.43438604,-88.45511119,20.0,7.0,Arson,2451539.5,15,2451539.5,17
GA,Atkinson,31.2069,-82.8972,1.75,5.0,Debris Burning,2451935.5,12,2451935.5,12
NY,SUFFOLK,40.81823601,-73.032657,0.1,9.0,Miscellaneous,2455016.5,22,2455016.5,22
CA,Nevada,39.166139,-121.03876899999999,0.1,2.0,Equipment Use,2454005.5,12,2454005.5,12
ID,015,43.9675,-115.61583300000001,0.1,1.0,Lightning,2455418.5,18,2455419.5,11
CA,El Dorado,38.76388889,-120.34777778,0.1,9.0,Miscellaneous,2456777.5,16,2456777.5,17
WA,47,48.8589,-119.51899999999999,0.1,5.0,Debris Burning,2456569.5,11,2456572.5,16
FL,Gulf,29.7779,-85.2937,4.0,7.0,Arson,2456563.5,11,2456563.5,12
CA,Lassen,40.90305556,-121.22166667,0.27,1.0,Lightning,2456797.5,13,2456797.5,17
MT,67,45.59222222,-110.6375,0.1,1.0,Lightning,2453917.5,9,2453917.5,11
OK,Delaware,36.47483333,-94.84150003,200.0,7.0,Arson,2455590.5,18,2455590.5,18
ID,15,43.98972222,-115.87861111,0.1,1.0,Lightning,2452167.5,13,2452167.5,18
TN,MARION,35.259667,-85.488033,61.0,9.0,Miscellaneous,2456610.5,10,2456610.5,15
